0,1,2,3,4
oo090260070183,עָ֔ם,סביבתו,o157739,7
,,,,
oo090260110161,וְ,אֶת,o157827,7
oo090260110162,אֶת,צַפַּ֥חַת,o157828,7
oo090260110171,צַפַּ֥חַת,הַ,o157829,7
oo090260110181,הַ,מַּ֖יִם,o157830,7
oo090260110182,מַּ֖יִם,וְ,o157831,7
oo090260110191,וְ,נֵ֥לֲכָה,o157832,7
oo090260110192,נֵ֥לֲכָה,לָּֽנוּ,o157833,7
,,,,
oo090300060171,וְ,עַל,o159569,7
oo090300060172,עַל,בְּנֹתָ֑יו,o159570,7
oo090300060181,בְּנֹתָ֑י,וַ,o159571,7
oo090300060182,ו,יִּתְחַזֵּ֣ק,o159572,7
oo090300060191,וַ,דָּוִ֔ד,o159573,7
oo090300060192,יִּתְחַזֵּ֣ק,בַּ,o159574,7
oo090300060201,דָּוִ֔ד,יהוָ֖ה,o159575,7
oo090300060211,בַּ,אֱלֹהָֽיו,o159576,7
,,,,
oo100010110051,וַ,יִּקְרָעֵ֑ם,o160693,7
oo100010110052,יִּקְרָעֵ֑,וְ,o160694,7
oo100010110053,ם,גַ֥ם,o160695,7
oo100010110061,וְ,כָּל,o160696,7
oo100010110062,גַ֥ם,הָ,o160697,7
oo100010110071,כָּל,אֲנָשִׁ֖ים,o160698,7
oo100010110081,הָ,אֲשֶׁ֥ר,o160699,7
oo100010110082,אֲנָשִׁ֖ים,אִתֹּֽו,o160700,7
,,,,
oo100020230171,וַ,יְהִ֡י,o161467,7
oo100020230172,יְהִ֡י,כָּל,o161468,7
oo100020230181,כָּל,הַ,o161469,7
oo100020230191,הַ,בָּ֣א,o161470,7
oo100020230192,בָּ֣א,אֶֽל,o161471,7
oo100020230201,אֶֽל,הַ,o161472,7
oo100020230211,הַ,מָּקֹום֩,o161473,7
oo100020230212,מָּקוֹם֩,אֲשֶׁר,o161474,7
oo100020230221,אֲשֶׁר,נָ֨פַל,o161475,7
oo100020230231,נָ֨פַל,שָׁ֧ם,o161476,7
oo100020230241,שָׁ֧ם,עֲשָׂהאֵ֛ל,o161477,7
oo100020230251,עֲשָׂהאֵ֛ל,וַ,o161478,7
oo100020230261,וַ,יָּמֹ֖ת,o161479,7
oo100020230262,יָּמֹ֖ת,וַֽ,o161480,7
oo100020230271,וַֽ,יַּעֲמֹֽדוּ,o161481,4
oo100020230272,יַּעֲמֹֽדוּ,,o161481a,4
,,,,
oo100030120071,תַּחְתָּ֥י,תחתו,o161916,7
oo100030120072,ו,לֵ,o161917,7
oo100030120081,לֵ,אמֹ֖ר,o161918,7
oo100030120082,אמֹ֖ר,לְ,o161919,7
oo100030120091,לְ,מִי,o161920,7
oo100030120092,מִי,אָ֑רֶץ,o161921,7
oo100030120101,אָ֑רֶץ,לֵ,o161922,7
oo100030120111,לֵ,אמֹ֗ר,o161923,7
oo100030120112,אמֹ֗ר,כָּרְתָ֤ה,o161924,7
oo100030120121,כָּרְתָ֤,בְרִֽיתְךָ֙,o161925,7
oo100030120122,ה,אִתִּ֔י,o161926,7
oo100030120131,בְרִֽיתְ,וְ,o161927,7
oo100030120132,ךָ֙,הִנֵּה֙,o161928,7
oo100030120141,אִתִּ֔,יָדִ֣י,o161929,7
oo100030120142,י,עִמָּ֔ךְ,o161930,7
oo100030120151,וְ,לְ,o161931,7
oo100030120152,הִנֵּה֙,הָסֵ֥ב,o161932,7
oo100030120161,יָדִ֣,אֵלֶ֖יךָ,o161933,7
oo100030120162,י,אֶת,o161934,7
oo100030120171,עִמָּ֔,כָּל,o161935,7
oo100030120172,ךְ,יִשְׂרָאֵֽל,o161936,7
,,,,
oo100030250141,מ֣וֹבָאֶ֔,מבואך,o162252,7
oo100030250142,ךָ,וְ,o162253,7
oo100030250151,וְ,לָ,o162254,7
oo100030250152,לָ,דַ֕עַת,o162255,7
oo100030250153,דַ֕עַת,אֵ֛ת,o162256,7
oo100030250161,אֵ֛ת,כָּל,o162257,7
oo100030250171,כָּל,אֲשֶׁ֥ר,o162258,7
oo100030250181,אֲשֶׁ֥ר,אַתָּ֖ה,o162259,7
oo100030250191,אַתָּ֖ה,עֹשֶֽׂה,o162260,7
,,,,
oo100050020111,הָיִ֛יתָ,הייתה,o162958,4
oo100050020131,הַ,,o162958a,4
oo100050020132,מּוֹצִ֥יא,,o162959,7
oo100050020151,וְ,מוציא,o162960,4
oo100050020152,הַ,,o162960a,4
oo100050020153,מֵּבִ֖יא,ו,o162961,7
oo100050020161,אֶת,ה,o162962,7
oo100050020171,יִשְׂרָאֵ֑ל,מבי,o162963,7
oo100050020181,וַ,אֶת,o162964,7
oo100050020182,יֹּ֨אמֶר,יִשְׂרָאֵ֑ל,o162965,7
oo100050020191,יְהוָ֜ה,וַ,o162966,7
oo100050020201,לְ,יֹּ֨אמֶר,o162967,7
oo100050020202,ךָ֗,יְהוָ֜ה,o162968,7
,NA,לְךָ֗,o162969,6
,,,,
oo100120200091,וַ,יָּבֹ֥א,o166857,7
oo100120200092,יָּבֹ֥א,בֵית,o166858,7
oo100120200101,בֵית,יְהוָ֖ה,o166859,7
oo100120200111,יְהוָ֖ה,וַ,o166860,7
oo100120200121,וַ,יִּשְׁתָּ֑חוּ,o166861,4
oo100120200122,יִּשְׁתָּ֑חוּ,,o166861a,4
,,,,
oo100130340091,וַ,יַּ֗רְא,o167920,7
oo100130340092,יַּ֗רְא,וְ,o167921,7
oo100130340101,וְ,הִנֵּ֨ה,o167922,7
oo100130340102,הִנֵּ֨ה,עַם,o167923,7
oo100130340111,עַם,רַ֜ב,o167924,7
oo100130340121,רַ֜ב,הֹלְכִ֥ים,o167925,7
oo100130340131,הֹלְכִ֥ים,מִ,o167926,7
oo100130340141,מִ,דֶּ֛רֶךְ,o167927,7
oo100130340142,דֶּ֛רֶךְ,אַחֲרָ֖יו,o167928,7
oo100130340151,אַחֲרָ֖י,מִ,o167929,7
oo100130340152,ו,צַּ֥ד,o167930,7
oo100130340161,מִ,הָ,o167931,7
oo100130340162,צַּ֥ד,הָֽר,o167932,7
,,,,
oo100140300142,הַצִּית֣וּ,הוצתיה,o168767,7
oo100140300143,הָ,בָ,o168768,7
oo100140300151,בָ,,o168769,7
oo100140300151ה,,אֵ֑שׁ,o168770,7
oo100140300152,אֵ֑שׁ,וַ,o168771,7
oo100140300161,וַ,יַּצִּ֜תוּ,o168772,4
oo100140300162,יַּצִּ֜תוּ,,o168772a,4
,,,,
oo100150200051,אֲנִֽיעֲ,אנועך,o169328,7
oo100150200052,ךָ֤,עִמָּ֨נוּ֙,o169329,7
oo100150200061,עִמָּ֨,לָ,o169330,7
oo100150200062,נוּ֙,לֶ֔כֶת,o169331,7
oo100150200071,לָ,וַ,o169332,7
oo100150200072,לֶ֔כֶת,אֲנִ֣י,o169333,7
oo100150200081,וַ,הֹולֵ֔ךְ,o169334,7
oo100150200082,אֲנִ֣י,עַ֥ל,o169335,7
oo100150200091,הוֹלֵ֔ךְ,אֲשֶׁר,o169336,7
oo100150200101,עַ֥ל,אֲנִ֖י,o169337,7
oo100150200111,אֲשֶׁר,הֹולֵ֑ךְ,o169338,7
oo100150200121,אֲנִ֖י,שׁ֣וּב,o169339,7
oo100150200131,הוֹלֵ֑ךְ,וְ,o169340,7
oo100150200141,שׁ֣וּב,הָשֵׁ֧ב,o169341,7
oo100150200151,וְ,אֶת,o169342,7
oo100150200152,הָשֵׁ֧ב,אַחֶ֛יךָ,o169343,7
oo100150200161,אֶת,עִמָּ֖ךְ,o169344,7
oo100150200171,אַחֶ֛י,חֶ֥סֶד,o169345,7
oo100150200172,ךָ,וֶ,o169346,7
oo100150200181,עִמָּ֖,אֱמֶֽת,o169347,7
,,,,
oo100160080121,וַ,יִּתֵּ֤ן,o169948,7
oo100160080122,יִּתֵּ֤ן,יְהוָה֙,o169949,7
oo100160080131,יְהוָה֙,אֶת,o169950,7
oo100160080141,אֶת,הַ,o169951,7
oo100160080151,הַ,מְּלוּכָ֔ה,o169952,4
oo100160080152,מְּלוּכָ֔ה,,o169952a,4
,,,,
oo100160120052,עֵינִ֑,עוני,o170053,7
oo100160120053,י,וְ,o170054,7
oo100160120061,וְ,הֵשִׁ֨יב,o170055,7
oo100160120062,הֵשִׁ֨יב,יְהוָ֥ה,o170056,7
oo100160120071,יְהוָ֥ה,לִי֙,o170057,7
oo100160120081,לִ,טֹובָ֔ה,o170058,7
oo100160120082,י֙,תַּ֥חַת,o170059,7
oo100160120091,טוֹבָ֔ה,קִלְלָתֹ֖ו,o170060,7
oo100160120101,תַּ֥חַת,הַ,o170061,7
oo100160120111,קִלְלָת֖,יֹּ֥ום,o170062,7
oo100160120112,וֹ,הַ,o170063,7
oo100160120121,הַ,זֶּֽה,o170064,7
,,,,
oo100180180062,חַיָּי,חיו,o171525,7
oo100180180063,ו֙,אֶת,o171526,7
oo100180180071,אֶת,מַצֶּ֨בֶת֙,o171527,7
oo100180180081,מַצֶּ֨בֶת֙,אֲשֶׁ֣ר,o171528,7
oo100180180091,אֲשֶׁ֣ר,בְּ,o171529,7
oo100180180101,בְּ,עֵֽמֶק,o171530,7
oo100180180102,עֵֽמֶק,הַ,o171531,7
oo100180180111,הַ,מֶּ֔לֶךְ,o171532,7
oo100180180112,מֶּ֔לֶךְ,כִּ֤י,o171533,7
oo100180180121,כִּ֤י,אָמַר֙,o171534,7
oo100180180131,אָמַר֙,אֵֽין,o171535,7
oo100180180141,אֵֽין,לִ֣י,o171536,7
oo100180180151,לִ֣,בֵ֔ן,o171537,7
oo100180180152,י,בַּ,o171538,7
oo100180180161,בֵ֔ן,עֲב֖וּר,o171539,7
oo100180180171,בַּ,הַזְכִּ֣יר,o171540,7
oo100180180172,עֲב֖וּר,שְׁמִ֑י,o171541,7
oo100180180181,הַזְכִּ֣יר,וַ,o171542,7
oo100180180191,שְׁמִ֑,יִּקְרָ֤א,o171543,7
oo100180180192,י,לַ,o171544,7
oo100180180201,וַ,,o171545,7
oo100180180202,יִּקְרָ֤א,מַּצֶּ֨בֶת֙,o171546,7
oo100180180211,לַ,עַל,o171547,4
oo100180180211ה,,,o171547a,4
oo100180180212,מַּצֶּ֨בֶת֙,שְׁמֹ֔ו,o171548,7
oo100180180221,עַל,וַ,o171549,7
oo100180180231,שְׁמ֔,יִּקָּ֤רֵא,o171550,7
oo100180180232,וֹ,לָהּ֙,o171551,7
oo100180180241,וַ,יַ֣ד,o171552,7
oo100180180242,יִּקָּ֤רֵא,אַבְשָׁלֹ֔ם,o171553,7
oo100180180251,לָ,עַ֖ד,o171554,5
,,,,
oo100190190111,וְ,שִׁמְעִ֣י,o172437,7
oo100190190112,שִׁמְעִ֣י,בֶן,o172438,7
oo100190190121,בֶן,גֵּרָ֗א,o172439,7
oo100190190131,גֵּרָ֗א,נָפַל֙,o172440,7
oo100190190141,נָפַל֙,לִ,o172441,7
oo100190190151,לִ,פְנֵ֣י,o172442,7
oo100190190152,פְנֵ֣י,הַ,o172443,7
oo100190190161,הַ,מֶּ֔לֶךְ,o172444,7
oo100190190162,מֶּ֔לֶךְ,בְּ,o172445,7
oo100190190171,בְּ,עָבְרֹ֖ו,o172446,4
oo100190190172,עָבְר֖,,o172446a,4
oo100190190173,וֹ,בַּ,o172447,7
oo100190190181,בַּ,,o172448,7
oo100190190181ה,,יַּרְדֵּֽן,o172449,7
,,,,
oo100210040061,לָ֜,לי,o173810,7
oo100210040062,נוּ,כֶּ֤סֶף,o173811,7
oo100210040071,כֶּ֤סֶף,וְ,o173812,7
oo100210040081,וְ,זָהָב֙,o173813,7
oo100210040082,זָהָב֙,עִם,o173814,7
oo100210040091,עִם,שָׁא֣וּל,o173815,7
oo100210040101,שָׁא֣וּל,וְ,o173816,7
oo100210040111,וְ,עִם,o173817,7
oo100210040112,עִם,בֵּיתֹ֔ו,o173818,7
oo100210040121,בֵּית֔,וְ,o173819,7
oo100210040122,וֹ,אֵֽין,o173820,7
oo100210040131,וְ,לָ֥נוּ,o173821,7
oo100210040132,אֵֽין,אִ֖ישׁ,o173822,5
,,,,
oo100210040142,נוּ,הָמִ֣ית,o173824,7
oo100210040151,אִ֖ישׁ,בְּ,o173825,7
oo100210040161,לְ,יִשְׂרָאֵ֑ל,o173826,7
oo100210040162,הָמִ֣ית,וַ,o173827,7
oo100210040171,בְּ,יֹּ֛אמֶר,o173828,7
oo100210040172,יִשְׂרָאֵ֑ל,מָֽה,o173829,7
oo100210040181,וַ,אַתֶּ֥ם,o173830,7
oo100210040182,יֹּ֛אמֶר,אֹמְרִ֖ים,o173831,7
oo100210040191,מָֽה,אֶעֱשֶׂ֥ה,o173832,7
oo100210040201,אַתֶּ֥ם,לָכֶֽם,o173833,7
,,,,
oo100210120231,תְּלָא֥וּ,תלום,o174039,7
oo100210120232,ם,שׁם,o174040,7
oo100210120261,שָׁ֨מָּ,הפלשׁתים,o174041,7
oo100210120262,ה֙,בְּ,o174042,7
oo100210120271,פְּלִשְׁתִּ֔ים,יֹ֨ום,o174043,7
oo100210120281,בְּ,הַכֹּ֧ות,o174044,7
oo100210120282,י֨וֹם,פְּלִשְׁתִּ֛ים,o174045,7
oo100210120291,הַכּ֧וֹת,אֶת,o174046,7
oo100210120301,פְּלִשְׁתִּ֛ים,שָׁא֖וּל,o174047,7
oo100210120311,אֶת,בַּ,o174048,7
oo100210120321,שָׁא֖וּל,,o174049,7
oo100210120331,בַּ,גִּלְבֹּֽעַ,o174050,4
oo100210120331ה,,,o174050a,4
,,,,
oo100220230041,מִשְׁפָּטָ֖י,משׁפטו,o174529,7
oo100220230042,ו,לְ,o174530,7
oo100220230051,לְ,נֶגְדִּ֑י,o174531,7
oo100220230052,נֶגְדִּ֑,וְ,o174532,7
oo100220230053,י,חֻקֹּתָ֖יו,o174533,4
oo100220230061,וְ,,o174533a,4
oo100220230062,חֻקֹּתָ֖י,לֹא,o174534,7
oo100220230063,ו,אָס֥וּר,o174535,7
oo100220230071,לֹא,מִמֶּֽנָּה,o174536,7
,,,,
oo100230090022,אַחֲרָ֛י,אחרו,o174951,7
oo100230090023,ו,אֶלְעָזָ֥ר,o174952,7
oo100230090031,אֶלְעָזָ֥ר,בֶּן,o174953,7
,NA,דדי,o174954,6
,,,,
oo100230090061,דֹּד֖וֹ,אֲחֹחִ֑י,o174956,7
oo100230090071,בֶּן,בִּ,o174957,7
oo100230090081,אֲחֹחִ֑י,שְׁלֹשָׁ֨ה,o174958,7
oo100230090091,בִּ,,o174959,7
oo100230090092,שְׁלֹשָׁ֨ה,גברים,o174960,7
oo100230090111,הַ,עִם,o174961,7
oo100230090112,גִּבֹּרִ֜ים,דָּוִ֗ד,o174962,7
oo100230090121,עִם,בְּ,o174963,7
oo100230090131,דָּוִ֗ד,חָֽרְפָ֤ם,o174964,5
,,,,
oo100230090141,בְּ,בַּ,o174965,3
oo100230090141a,,,o174966,3
oo100230090142,חָֽרְפָ֤,פְּלִשְׁתִּים,o174967,7
oo100230090143,ם,נֶאֶסְפוּ,o174968,7
oo100230090151,בַּ,שָׁ֣ם,o174969,7
,NA,לַ,o174970,6
,,,,
oo100230090152,פְּלִשְׁתִּים,מִּלְחָמָ֔ה,o174972,7
oo100230090161,נֶאֶסְפוּ,וַֽ,o174973,7
oo100230090171,שָׁ֣ם,יַּעֲל֖וּ,o174974,7
oo100230090181,לַ,אִ֥ישׁ,o174975,7
oo100230090181ה,,יִשְׂרָאֵֽל,o174976,7
,,,,
oo100240140161,וּ,בְ,o175775,7
oo100240140162,בְ,יַד,o175776,7
oo100240140163,יַד,אָדָ֖ם,o175777,7
oo100240140171,אָדָ֖ם,אַל,o175778,7
oo100240140181,אַל,אֶפֹּֽלָה,o175779,7
,,,,
oo100240220112,עֵינָ֑י,עינו,o175985,7
oo100240220113,ו,רְאֵה֙,o175986,7
oo100240220121,רְאֵה֙,הַ,o175987,7
oo100240220131,הַ,בָּקָ֣ר,o175988,7
oo100240220132,בָּקָ֣ר,לָ,o175989,7
oo100240220141,לָ,,o175990,7
oo100240220141ה,,עֹלָ֔ה,o175991,7
oo100240220142,עֹלָ֔ה,וְ,o175992,7
oo100240220151,וְ,הַ,o175993,7
oo100240220152,הַ,מֹּרִגִּ֛ים,o175994,7
oo100240220153,מֹּרִגִּ֛ים,וּ,o175995,7
oo100240220161,וּ,כְלֵ֥י,o175996,7
oo100240220162,כְלֵ֥י,הַ,o175997,7
oo100240220171,הַ,בָּקָ֖ר,o175998,7
oo100240220172,בָּקָ֖ר,לָ,o175999,7
oo100240220181,לָ,,o176000,7
oo100240220181ה,,עֵצִֽים,o176001,7
,,,,
oo110060380161,וַ,יִּבְנֵ֖הוּ,o180844,4
oo110060380162,יִּבְנֵ֖,,o180844a,4
oo110060380163,הוּ,שֶׁ֥בַע,o180845,7
oo110060380171,שֶׁ֥בַע,שָׁנִֽים,o180846,7
,,,,
oo110100050092,מַשְׁקָ֔י,עֹ֣לָתֹ֔ו,o184439,7
oo110100050093,ו,אֲשֶׁ֥ר,o184440,7
oo110100050101,וְ,יַעֲלֶ֖ה,o184441,7
oo110100050102,עֹ֣לָת֔,בֵּ֣ית,o184442,7
oo110100050103,וֹ,יְהוָ֑ה,o184443,7
oo110100050111,אֲשֶׁ֥ר,וְ,o184444,7
oo110100050121,יַעֲלֶ֖ה,לֹא,o184445,7
oo110100050131,בֵּ֣ית,הָ֥יָה,o184446,7
oo110100050141,יְהוָ֑ה,בָ֛הּ,o184447,7
oo110100050151,וְ,עֹ֖וד,o184448,7
oo110100050152,לֹא,רֽוּחַ,o184449,7
,,,,
oo110120330181,וַ,יַּ֤עַשׂ,o186764,7
oo110120330182,יַּ֤עַשׂ,חָג֙,o186765,7
oo110120330191,חָג֙,לִ,o186766,7
oo110120330201,לִ,בְנֵ֣י,o186767,7
oo110120330202,בְנֵ֣י,יִשְׂרָאֵ֔ל,o186768,7
oo110120330211,יִשְׂרָאֵ֔ל,וַ,o186769,7
oo110120330221,וַ,יַּ֥עַל,o186770,7
oo110120330222,יַּ֥עַל,עַל,o186771,7
oo110120330231,עַל,הַ,o186772,7
oo110120330241,הַ,מִּזְבֵּ֖חַ,o186773,7
oo110120330242,מִּזְבֵּ֖חַ,לְ,o186774,7
oo110120330251,לְ,הַקְטִֽיר,o186775,7
,,,,
oo110150200221,אָבֵ֣ל,אָבֵ֣ל בֵּֽית־מַעֲכָ֑ה,o188754,4
oo110150200231,בֵּֽית,,o188754a,4
oo110150200241,מַעֲכָ֑ה,וְ,o188755,7
oo110150200251,וְ,אֵת֙,o188756,7
oo110150200252,אֵת֙,כָּל,o188757,7
oo110150200261,כָּל,כִּנְרֹ֔ות,o188758,7
oo110150200271,כִּנְר֔וֹת,עַ֖ל,o188759,7
oo110150200281,עַ֖ל,כָּל,o188760,7
oo110150200291,כָּל,אֶ֥רֶץ,o188761,7
oo110150200301,אֶ֥רֶץ,נַפְתָּלִֽי,o188762,7
,,,,
oo110160190031,חַטֹּאתָי,חטאתו,o189461,7
oo110160190032,ו֙,אֲשֶׁ֣ר,o189462,7
oo110160190041,אֲשֶׁ֣ר,חָטָ֔א,o189463,7
oo110160190051,חָטָ֔א,לַ,o189464,7
oo110160190061,לַ,עֲשֹׂ֥ות,o189465,7
oo110160190062,עֲשׂ֥וֹת,הָ,o189466,7
oo110160190071,הָ,רַ֖ע,o189467,7
oo110160190072,רַ֖ע,בְּ,o189468,7
oo110160190081,בְּ,עֵינֵ֣י,o189469,7
oo110160190082,עֵינֵ֣י,יְהוָ֑ה,o189470,7
oo110160190091,יְהוָ֑ה,לָ,o189471,7
oo110160190101,לָ,לֶ֨כֶת֙,o189472,4
oo110160190102,לֶ֨כֶת֙,,o189472a,4
,,,,
oo120040030112,ךְ,כֵּלִ֥ים,o196538,7
oo120040030121,כֵּלִ֥ים,רֵקִ֖ים,o196539,7
oo120040030131,רֵקִ֖ים,אַל,o196540,7
oo120040030141,אַל,תַּמְעִֽיטִי,o196541,7
,,,,
oo120040230041,אַ֣תְּ,אתי,o196932,7
oo120040230061,הֹלֶ֤כֶת,הלכתי,o196933,7
oo120040230071,אֵלָי,אֵלָיו֙,o196934,4
oo120040230072,ו֙,,o196934a,4
,,,,
oo120040340161,וַ,יִּגְהַ֖ר,o197198,7
oo120040340162,יִּגְהַ֖ר,עָלָ֑יו,o197199,7
oo120040340171,עָלָ֑י,וַ,o197200,7
oo120040340172,ו,יָּ֖חָם,o197201,7
oo120040340181,וַ,בְּשַׂ֥ר,o197202,7
oo120040340182,יָּ֖חָם,הַ,o197203,7
oo120040340191,בְּשַׂ֥ר,יָּֽלֶד,o197204,7
,,,,
oo120050090061,וַ,יַּעֲמֹ֥ד,o197681,7
oo120050090062,יַּעֲמֹ֥ד,פֶּֽתַח,o197682,7
oo120050090071,פֶּֽתַח,הַ,o197683,7
oo120050090081,הַ,בַּ֖יִת,o197684,7
oo120050090082,בַּ֖יִת,לֶ,o197685,7
oo120050090091,לֶ,אֱלִישָֽׁע,o197686,4
oo120050090092,אֱלִישָֽׁע,,o197686a,4
,,,,
oo120090330032,הָ,וַֽ,o201017,7
oo120090330041,וַֽ,יִּשְׁמְט֑וּהָ,o201018,4
oo120090330042,יִּשְׁמְט֑וּ,,o201018a,4
oo120090330043,הָ,וַ,o201019,7
oo120090330051,וַ,יִּ֨ז,o201020,7
oo120090330052,יִּ֨ז,מִ,o201021,7
oo120090330061,מִ,דָּמָ֧הּ,o201022,4
oo120090330062,דָּמָ֧,,o201022a,4
oo120090330063,הּ,אֶל,o201023,7
oo120090330071,אֶל,הַ,o201024,7
oo120090330081,הַ,קִּ֛יר,o201025,7
oo120090330082,קִּ֛יר,וְ,o201026,7
oo120090330091,וְ,אֶל,o201027,7
oo120090330092,אֶל,הַ,o201028,7
oo120090330101,הַ,סּוּסִ֖ים,o201029,7
oo120090330102,סּוּסִ֖ים,וַֽ,o201030,7
oo120090330111,וַֽ,יִּרְמְסֶֽנָּה,o201031,7
,,,,
oo120100120061,בֵּֽית,בֵּֽית־עֵ֥קֶד הָרֹעִ֖ים,o201428,4
oo120100120071,עֵ֥קֶד,,o201428a,4
oo120100120081,הָרֹעִ֖ים,בַּ,o201429,7
oo120100120091,בַּ,,o201430,7
oo120100120091ה,,דָּֽרֶךְ,o201431,7
,,,,
oo120110180111,וְ,אֶת,o202479,7
oo120110180112,אֶת,צְלָמָיו֙,o202480,7
oo120110180121,צְלָמָי,שִׁבְּר֣וּ,o202481,7
oo120110180122,ו֙,הֵיטֵ֔ב,o202482,7
oo120110180131,שִׁבְּר֣וּ,וְ,o202483,7
oo120110180141,הֵיטֵ֔ב,אֵ֗ת,o202484,7
oo120110180151,וְ,מַתָּן֙,o202485,7
oo120110180152,אֵ֗ת,כֹּהֵ֣ן,o202486,7
oo120110180161,מַתָּן֙,הַ,o202487,7
oo120110180171,כֹּהֵ֣ן,בַּ֔עַל,o202488,7
oo120110180181,הַ,הָרְג֖וּ,o202489,7
oo120110180182,בַּ֔עַל,לִ,o202490,7
oo120110180191,הָרְג֖וּ,פְנֵ֣י,o202491,7
oo120110180201,לִ,הַֽ,o202492,7
oo120110180202,פְנֵ֣י,מִּזְבְּחֹ֑ות,o202493,7
oo120110180211,הַֽ,וַ,o202494,7
oo120110180212,מִּזְבְּח֑וֹת,יָּ֧שֶׂם,o202495,7
oo120110180221,וַ,הַ,o202496,7
oo120110180222,יָּ֧שֶׂם,כֹּהֵ֛ן,o202497,7
oo120110180231,הַ,פְּקֻדֹּ֖ות,o202498,7
oo120110180232,כֹּהֵ֛ן,עַל,o202499,7
oo120110180241,פְּקֻדּ֖וֹת,בֵּ֥ית,o202500,7
oo120110180251,עַל,יְהוָֽה,o202501,7
,,,,
oo120150290141,אָבֵ֣ל,אָבֵ֣ל בֵּֽית־מַעֲכָ֡ה,o204852,4
oo120150290151,בֵּֽית,,o204852a,4
oo120150290161,מַעֲכָ֡ה,וְ,o204853,7
oo120150290171,וְ,אֶת,o204854,7
oo120150290172,אֶת,יָ֠נֹוחַ,o204855,7
oo120150290181,יָ֠נוֹחַ,וְ,o204856,7
oo120150290191,וְ,אֶת,o204857,7
oo120150290192,אֶת,קֶ֨דֶשׁ,o204858,7
oo120150290201,קֶ֨דֶשׁ,וְ,o204859,7
oo120150290211,וְ,אֶת,o204860,7
oo120150290212,אֶת,חָצֹ֤ור,o204861,7
oo120150290221,חָצ֤וֹר,וְ,o204862,7
oo120150290231,וְ,אֶת,o204863,7
oo120150290232,אֶת,הַ,o204864,7
oo120150290241,הַ,גִּלְעָד֙,o204865,7
oo120150290242,גִּלְעָד֙,וְ,o204866,7
oo120150290251,וְ,אֶת,o204867,7
oo120150290252,אֶת,הַ,o204868,7
oo120150290261,הַ,גָּלִ֔ילָה,o204869,4
oo120150290262,גָּלִ֔ילָ,,o204869a,4
oo120150290263,ה,כֹּ֖ל,o204870,7
oo120150290271,כֹּ֖ל,אֶ֣רֶץ,o204871,7
oo120150290281,אֶ֣רֶץ,נַפְתָּלִ֑י,o204872,7
oo120150290291,נַפְתָּלִ֑י,וַ,o204873,7
oo120150290301,וַ,יַּגְלֵ֖ם,o204874,7
oo120150290302,יַּגְלֵ֖,אַשּֽׁוּרָה,o204875,7
,,,,
oo120180270231,צוֹאָתָ֗,חריהם,o207183,7
oo120180270232,ם,וְ,o207184,7
oo120180270241,וְ,לִ,o207185,7
oo120180270242,לִ,שְׁתֹּ֛ות,o207186,7
oo120180270243,שְׁתּ֛וֹת,אֶת,o207187,7
oo120180270251,אֶת,שׁ,o207188,7
oo120180270271,מימֵ֥י,יניהם,o207189,7
oo120180270281,רַגְלֵי,עִמָּכֶֽם,o207190,7
,,,,
oo120190370091,בָּנָי,,o208172,7
oo120190370092,ו֙,הִכֻּ֣הוּ,o208173,4
oo120190370101,הִכֻּ֣,,o208173a,4
oo120190370102,הוּ,בַ,o208174,7
oo120190370111,בַ,,o208175,7
oo120190370111ה,,חֶ֔רֶב,o208176,7
oo120190370112,חֶ֔רֶב,וְ,o208177,7
oo120190370121,וְ,הֵ֥מָּה,o208178,7
oo120190370122,הֵ֥מָּה,נִמְלְט֖וּ,o208179,7
oo120190370131,נִמְלְט֖וּ,אֶ֣רֶץ,o208180,7
oo120190370141,אֶ֣רֶץ,אֲרָרָ֑ט,o208181,7
oo120190370151,אֲרָרָ֑ט,וַ,o208182,7
oo120190370161,וַ,יִּמְלֹ֛ךְ,o208183,7
oo120190370162,יִּמְלֹ֛ךְ,אֵֽסַר־חַדֹּ֥ן,o208184,7
oo120190370171,אֵֽסַר,בְּנֹ֖ו,o208185,7
oo120190370181,חַדֹּ֥ן,תַּחְתָּֽיו,o208186,7
,,,,
oo120220050022,יִתְּנֻ֗,יתנה,o209324,7
oo120220050023,הוּ,עַל,o209325,7
oo120220050031,עַל,יַד֙,o209326,7
oo120220050041,יַד֙,עֹשֵׂ֣י,o209327,7
oo120220050051,עֹשֵׂ֣י,הַ,o209328,7
oo120220050061,הַ,מְּלָאכָ֔ה,o209329,4
oo120220050062,מְּלָאכָ֔ה,,o209329a,4
,,,,
oo130020160022,אַחְיוֹתֵי,אחיתיהם,o392015,7
oo130020160023,הֶ֖ם,צְרוּיָ֣ה,o392016,7
oo130020160031,צְרוּיָ֣ה,וַ,o392017,7
oo130020160041,וַ,אֲבִיגָ֑יִל,o392018,7
oo130020160042,אֲבִיגָ֑יִל,וּ,o392019,7
oo130020160051,וּ,בְנֵ֣י,o392020,7
oo130020160052,בְנֵ֣י,צְרוּיָ֗ה,o392021,7
oo130020160061,צְרוּיָ֗ה,אַבְשַׁ֛י,o392022,7
oo130020160071,אַבְשַׁ֛י,וְ,o392023,7
oo130020160081,וְ,יֹואָ֥ב,o392024,4
oo130020160082,יוֹאָ֥ב,,o392024a,4
,,,,
