lexId,language,speech,nameType,lexSet,lexText,gloss,freqLex,rankLex
1444476,hbo,verb,,,זרם,flood thunderously?,2,4540
1444477,hbo,verb,,,נשׁק,be equipped,3,3915
1444478,hbo,verb,,,תוה,hurt,1,5715
1444479,hbo,subs,,,חֲנָמַל,flood,1,5715
1444480,hbo,subs,,,מִשְׁלַחַת,discharge,2,4540
1444481,hbo,subs,,,נָתִיב,path,5,3122
1444482,hbo,verb,,,רון,be sober,1,5715
1444483,hbo,subs,,,תְּמוּתָה,death,2,4540
1444484,hbo,verb,,,ארה,pluck,2,4540
1444485,hbo,verb,,,כרסם,eat away,1,5715
1444486,hbo,subs,,,כַּנָּה,<uncertain>,1,5715
1444487,hbo,subs,,,כֶּסֶא,full moon,2,4540
1444488,hbo,nmpr,pers,,יְהֹוסֵף,Joseph,1,5715
1444489,hbo,adjv,,gntl,הַגְרִי,Hagrite,5,3122
1444490,hbo,nmpr,topo,,גְּבָל,Gebal,1,5715
1444491,hbo,subs,,,דְּרֹור,swallow,2,4540
1444492,hbo,verb,,,ספף,stand at threshold,1,5715
1444493,hbo,subs,,,כִּסְלָה,confidence,2,4540
1444494,hbo,adjv,,,סַלָּח,forgiving,1,5715
1444495,hbo,subs,,,יְסוּדָה,foundation,1,5715
1444496,hbo,subs,,,אֱיָל,strength,1,5715
1444497,hbo,subs,,,אֲבַדֹּון,destruction,5,3122
1444498,hbo,subs,,,נְשִׁיָּה,oblivion,1,5715
1444499,hbo,subs,,,נֹעַר,youth,4,3479
1444500,hbo,verb,,,פון,<uncertain>,1,5715
1444501,hbo,subs,,,בִּעוּת,terror,2,4540
1444502,hbo,subs,,,חֲסִין,<uncertain>,1,5715
1444503,hbo,verb,,,נאר,abandon,2,4540
1444504,hbo,subs,,,רֹהַב,insistence,1,5715
1444505,hbo,subs,,padv,חִישׁ,haste,1,5715
1444506,hbo,subs,,,סֹחֵרָה,bulwark,1,5715
1444507,hbo,subs,,,שִׁלֻּמָה,retribution,1,5715
1444508,hbo,subs,,,דֳּכִי,dashing,1,5715
1444509,hbo,verb,,,אמר,boast,1,5715
1444510,hbo,subs,,,דּוּמָה,silence,2,4540
1444511,hbo,subs,,,שַׂרְעַפִּים,disquieting thoughts,2,4540
1444512,hbo,subs,,,מֶחְקָר,<uncertain>,1,5715
1444513,hbo,verb,,,נוט,<uncertain>,1,5715
1444514,hbo,subs,,,סֵטִים,<uncertain>,1,5715
1444515,hbo,verb,,,לשׁן,slander,2,4540
1444516,hbo,subs,,,קֵד,<uncertain>,1,5715
1444517,hbo,verb,,,שׁקד,be emaciated,1,5715
1444518,hbo,adjv,,,זָכוּר,remembering,1,5715
1444519,hbo,subs,,,רְכוּב,chariot,1,5715
1444520,hbo,subs,,,עֳפִי,foliage,1,5715
1444521,hbo,verb,,,צהל,shine,1,5715
1444522,hbo,verb,,,רעד,tremble,3,3915
1444523,hbo,subs,,,כֶּבֶל,fetter,2,4540
1444524,hbo,verb,,,ערב,mix,5,3122
1444525,hbo,verb,,,מכך,sink,3,3915
1444526,hbo,subs,,,שְׁחִית,pit,2,4540
1444527,hbo,subs,,,מָחֹוז,shipyard,1,5715
1444528,hbo,subs,,,מֵזַח,girdle,1,5715
1444529,hbo,subs,,,מִשְׁחָר,<uncertain>,1,5715
1444530,hbo,subs,,,יַלְדוּת,youth,3,3915
1444531,hbo,subs,,,דִּבְרָה,cause,5,3122
1444532,hbo,verb,,,לעז,speak unintelligibly,1,5715
1444533,hbo,subs,,,מֵצַר,distress,3,3915
1444534,arc,subs,,nmdi,כֹּל,whole,83,8
1444535,arc,subs,,,תַּגְמוּל,benefit,1,446
1444536,hbo,verb,,,מול,be off,3,3915
1444537,hbo,verb,,,גרס,be crushed,2,4540
1444538,hbo,subs,,,תַּאֲבָה,longing,1,5715
1444539,hbo,verb,,,דלף,be sleepless,2,4540
1444540,hbo,subs,,,תּוּגָה,grief,4,3479
1444541,hbo,verb,,,תאב,long for,2,4540
1444542,hbo,subs,,,נֶחָמָה,comfort,2,4540
1444543,hbo,verb,,,טפל,soil,3,3915
1444544,hbo,verb,,,טפשׁ,be unfeeling,1,5715
1444545,hbo,subs,,,תִּכְלָה,perfection,1,5715
1444546,hbo,subs,,,שִׂיחָה,concern,3,3915
1444547,hbo,verb,,,מלץ,be smooth,1,5715
1444548,hbo,adjv,,,סֵעֵף,despicable,1,5715
1444549,hbo,subs,,,שֵׂבֶר,hope,2,4540
1444550,hbo,verb,,,סלה,reject,2,4540
1444551,hbo,verb,,,סמר,bristle,2,4540
1444552,hbo,subs,,,פֵּתַח,disclosure,1,5715
1444553,hbo,verb,,,יאב,long,1,5715
1444554,hbo,verb,,,שׁלט,dominate,8,2471
1444555,hbo,intj,,,אֹויָה,woe,1,5715
1444556,hbo,advb,,,אֲזַי,then,3,3915
1444557,hbo,adjv,,,זֵידֹון,running,1,5715
1444558,hbo,subs,,,מֶשֶׁךְ,bag,2,4540
1444559,hbo,subs,,,שֵׁנָא,sleep,1,5715
1444560,hbo,subs,,,שָׁתִיל,layer,1,5715
1444561,hbo,subs,,,מַעֲנִית,<uncertain>,1,5715
1444562,hbo,verb,,,עמר,gather ears,1,5715
1444563,hbo,adjv,,,קַשֻּׁב,attentive,3,3915
1444564,hbo,subs,,,סְלִיחָה,forgiveness,3,3915
1444565,hbo,subs,,,תְּנוּמָה,slumber,5,3122
1444566,hbo,nmpr,topo,,יַעַר,Jaar,1,5715
1444567,hbo,subs,,,שֵׁפֶל,low state,2,4540
1444568,hbo,subs,,,תֹּולָל,<uncertain>,1,5715
1444569,hbo,subs,,,רֵעַ,will,2,4540
1444570,hbo,verb,,,זרה,measure off,1,5715
1444571,hbo,verb,,,סלק,ascend,1,5715
1444572,hbo,subs,,,אֹורָה,light,2,4540
1444573,hbo,verb,,,סכך,weave,2,4540
1444574,hbo,subs,,,עֹצֶם,bones,1,5715
1444575,hbo,subs,,,גֹּלֶם,embryo,1,5715
1444576,hbo,verb,,,קטל,kill,3,3915
1444577,hbo,subs,,,תַּכְלִית,completeness,5,3122
1444578,hbo,subs,,,עַכְשׁוּב,horned viper,1,5715
1444579,hbo,subs,,,מַאֲוַיִּים,desire,1,5715
1444580,hbo,subs,,,זְמָם,plan,1,5715
1444581,hbo,subs,,,מַהֲמֹרֹות,rain-pits,1,5715
1444582,hbo,subs,,,מַדְחֵפָה,thrust,1,5715
1444583,hbo,subs,,,שָׁמְרָה,guard,1,5715
1444584,hbo,subs,,,דַּל,door,1,5715
1444585,hbo,subs,,,מַנְעַמִּים,dainties,1,5715
1444586,hbo,verb,,,ברק,lighten,1,5715
1444587,hbo,subs,,,נָטִיעַ,plantlet,1,5715
1444588,hbo,subs,,,מָזוּ,<uncertain>,1,5715
1444589,hbo,subs,,,זַן,kind,3,3915
1444590,hbo,verb,,,אלף,produce in abundance,1,5715
1444591,hbo,subs,,,יֹוצֵאת,abortion,1,5715
1444592,hbo,verb,,,זקף,raise up,2,4540
1444593,hbo,subs,,,עֶשְׁתֹּנֶת,thought,1,5715
1444594,hbo,subs,,,תֵּקַע,blast,1,5715
1444595,hbo,subs,,,מֵן,string,1,5715
1444596,hbo,subs,,,שֶׁמַע,sound,1,5715
1444597,hbo,subs,,,תֻּמָּה,integrity,5,3122
1444598,hbo,verb,,,גרד,scrap,1,5715
1444599,hbo,nmpr,pers,,בִּלְדַּד,Bildad,5,3122
1444600,hbo,adjv,,gntl,שׁוּחִי,Shuhite,5,3122
1444601,hbo,nmpr,pers,,צֹפַר,Zophar,4,3479
1444602,hbo,adjv,,gntl,נַעֲמָתִי,Naamathite,4,3479
1444603,hbo,subs,,,נְהָרָה,light,1,5715
1444604,hbo,subs,,,כַּמְרִיר,gloom,1,5715
1444605,hbo,adjv,,,יָגִיעַ,weary,1,5715
1444606,hbo,verb,,,נתע,break,1,5715
1444607,hbo,subs,,,שֵׁמֶץ,<uncertain>,2,4540
1444608,hbo,subs,,,שְׂעִפִּים,disquieting thoughts,2,4540
1444609,hbo,subs,,,תָּהֳלָה,error,1,5715
1444610,hbo,subs,,,צַמִּים,<uncertain>,2,4540
1444611,hbo,subs,,,כָּפָן,hunger,2,4540
1444612,hbo,subs,,,כֶּלַח,vigour,2,4540
1444613,hbo,verb,,,לעע,talk inconsiderately,2,4540
1444614,hbo,verb,,,נהק,cry,2,4540
1444615,hbo,subs,,,תָּפֵל,something tasteless,2,4540
1444616,hbo,subs,,,חַלָּמוּת,marshmallow,1,5715
1444617,hbo,verb,,,סלד,jump,1,5715
1444618,hbo,subs,,,חִילָה,labour pains,1,5715
1444619,hbo,adjv,,,נָחוּשׁ,bronze,1,5715
1444620,hbo,subs,,,מָס,<uncertain>,1,5715
1444621,hbo,verb,,,זרב,press,1,5715
1444622,hbo,subs,,,חֲתַת,terror,1,5715
1444623,hbo,subs,,,נְדֻדִים,restlessness,1,5715
1444624,hbo,subs,,,גּוּשׁ,crust,1,5715
1444625,hbo,subs,,,מַחֲנָק,suffocation,1,5715
1444626,hbo,subs,,,מִפְגָּע,target,1,5715
1444627,hbo,subs,,,אֵב,bud,2,4540
1444628,hbo,subs,,,יָקֹוט,<uncertain>,1,5715
1444629,hbo,adjv,,,רָטֹב,sapful,1,5715
1444630,hbo,verb,,,פלץ,shudder,1,5715
1444631,hbo,subs,,,עָשׁ,constellation of lion,1,5715
1444632,hbo,verb,,,חתף,snatch away,1,5715
1444633,hbo,subs,,,מַמְּרֹורִים,bitterness,1,5715
1444634,hbo,subs,,,מַסָּה,despair,1,5715
1444635,hbo,subs,,,אֵבֶה,reed,1,5715
1444636,hbo,verb,,,טושׂ,flutter,1,5715
1444637,hbo,subs,,,שֶׁלֶג,soap,1,5715
1444638,hbo,verb,,,זכך,be clean,4,3479
1444639,hbo,subs,,,גְּבִנָּה,cheese,1,5715
1444640,hbo,subs,,,סֵדֶר,order,1,5715
1444641,hbo,verb,,,לבב,stir,3,3915
1444642,hbo,subs,,,תְּעוּפָה,darkness,1,5715
1444643,hbo,subs,,,מַפָּח,expiring,1,5715
1444644,hbo,subs,,,פִּיד,decay,4,3479
1444645,hbo,subs,,,עַשְׁתּוּת,thought,1,5715
1444646,hbo,subs,,,נָכֹון,push,1,5715
1444647,hbo,subs,,,בַּטֻּחֹות,safety,1,5715
1444648,hbo,adjv,,,יָשִׁישׁ,aged,4,3479
1444649,hbo,subs,,,מְזִיחַ,girdle,1,5715
1444650,hbo,adjv,,,אָפִיק,strong,1,5715
1444651,hbo,verb,,,שׂגא,be great,2,4540
1444652,hbo,subs,,,אַחְוָה,<uncertain>,1,5715
1444653,hbo,subs,,,סַד,stock,2,4540
1444654,hbo,subs,,,סָפִיחַ,outpouring,1,5715
1444655,hbo,verb,,,תקף,overpower,3,3915
1444656,hbo,verb,,,אלף,be familiar,4,3479
1444657,hbo,subs,,,תַּנְחוּמֹות,consolation,2,4540
1444658,hbo,verb,,,רזם,wink,1,5715
1444659,hbo,subs,,,כִּידֹור,onset,1,5715
1444660,hbo,subs,,,פִּימָה,fat,1,5715
1444661,hbo,verb,,,עתד,prepare,2,4540
1444662,hbo,subs,,,מִנְלָם,<uncertain>,1,5715
1444663,hbo,verb,,,רען,be luxuriant,1,5715
1444664,hbo,verb,,,חבר,be brilliant,1,5715
1444665,hbo,subs,,,נִיד,condolence,1,5715
1444666,hbo,verb,,,קמט,seize,2,4540
1444667,hbo,subs,,,עֲוִיל,boy,3,3915
1444668,hbo,subs,,,מְרֵרָה,gall-bladder,1,5715
1444669,hbo,subs,,,גֵּלֶד,skin,1,5715
1444670,hbo,verb,,,עלל,insert,1,5715
1444671,hbo,verb,,,חמר,be red,1,5715
1444672,hbo,subs,,,שָׂהֵד,witness,1,5715
1444673,hbo,verb,,,זעך,extinguish,1,5715
1444674,hbo,subs,,,הֲתֻלִים,mockery,1,5715
1444675,hbo,subs,,,תֹּפֶת,spitting,1,5715
1444676,hbo,subs,,,יְצֻרִים,members,1,5715
1444677,hbo,subs,,,אֹמֶץ,strength,1,5715
1444678,hbo,subs,,,מֹורָשׁ,desire,1,5715
1444679,hbo,verb,,,רפד,spread out,3,3915
1444680,hbo,subs,,,קֶנֶץ,<uncertain>,1,5715
1444681,hbo,verb,,,טמה,be unclean,1,5715
1444682,hbo,subs,,,שָׁבִיב,spark,1,5715
1444683,hbo,subs,,,מַלְכֹּדֶת,snare,1,5715
1444684,hbo,verb,,,הכר,do wrong,1,5715
1444685,hbo,subs,,,מְשׁוּגָה,error,1,5715
1444686,hbo,subs,,,מָצֹוד,net,4,3479
1444687,hbo,verb,,,זור,be loathsome,1,5715
1444688,hbo,verb,,,חנן,be loathsome,1,5715
1444689,hbo,verb,,,מלט,be bald,1,5715
1444690,hbo,subs,,,שַׁדּוּן,<uncertain>,1,5715
1444691,hbo,subs,,,שִׂיא,excellency,1,5715
1444692,hbo,verb,,,שׁזף,catch sight,3,3915
1444693,hbo,subs,,,מְרֹרָה,gall,2,4540
1444694,hbo,subs,,,יָגָע,product,1,5715
1444695,hbo,verb,,,עלס,enjoy,3,3915
1444696,hbo,subs,,,שֵׂפֶק,plenty,1,5715
1444697,hbo,subs,,,גֵּוָה,<uncertain>,1,5715
1444698,hbo,subs,,,כִּיד,decay,1,5715
1444699,hbo,subs,,,שַׁלְאֲנַן,<uncertain>,1,5715
1444700,hbo,subs,,,עֲטִין,<uncertain>,1,5715
1444701,hbo,subs,,,מֹחַ,marrow,1,5715
1444702,hbo,subs,,,רֶגֶב,clod,2,4540
1444703,hbo,subs,,,קִים,adversary,1,5715
1444704,hbo,subs,,,בֶּצֶר,ore,2,4540
1444705,hbo,subs,,,צוּר,pebble,1,5715
1444706,hbo,adjv,,,שַׁח,downcast,1,5715
1444707,hbo,nega,,,אִי,not,1,5715
1444708,hbo,verb,,,לקשׁ,despoil,1,5715
1444709,hbo,verb,,,רטב,be moist,1,5715
1444710,hbo,subs,,,שׁוּרָה,wall,1,5715
1444711,hbo,verb,,,צהר,press out,1,5715
1444712,hbo,subs,,,אַל,nothingness,1,5715
1444713,hbo,verb,,,אהל,be bright,1,5715
1444714,hbo,subs,,,פַּרְשֵׂז,<uncertain>,1,5715
1444715,hbo,verb,,,חוג,<uncertain>,1,5715
1444716,hbo,verb,,,רפף,shake,1,5715
1444717,hbo,subs,,,שִׁפְרָה,<uncertain>,1,5715
1444718,hbo,prep,,,לְמֹו,to,4,3479
1444719,hbo,subs,,,שַׁחַץ,greatness,2,4540
1444720,hbo,verb,,,עדה,stride,2,4540
1444721,hbo,subs,,,תַּעֲלֻם,<uncertain>,1,5715
1444722,hbo,verb,,,סלה,pay,3,3915
1444723,hbo,subs,,,זְכֹוכִית,transparent,1,5715
1444724,hbo,subs,,,גָּבִישׁ,rock-crystal,1,5715
1444725,hbo,subs,,,פְּנִינִים,corals,6,2866
1444726,hbo,subs,,,חֹרֶף,youth,1,5715
1444727,hbo,subs,,,הָלִיךְ,step,1,5715
1444728,hbo,subs,,,קֶרֶת,town,5,3122
1444729,hbo,subs,,,חֹול,phoenix,1,5715
1444730,hbo,subs,,,חֶסֶר,lack,2,4540
1444731,hbo,verb,,,ערק,gnaw,2,4540
1444732,hbo,subs,,,מַלּוּחַ,salt-herb,1,5715
1444733,hbo,subs,,,גֵּו,community,1,5715
1444734,hbo,subs,,,עָרוּץ,slope,1,5715
1444735,hbo,verb,,,נכא,scourge,1,5715
1444736,hbo,subs,,,פִּרְחַח,<uncertain>,1,5715
1444737,hbo,verb,,,נתס,tear,1,5715
1444738,hbo,subs,,,שׁוּעַ,<uncertain>,2,4540
1444739,hbo,verb,,,עגם,be grieved,1,5715
1444740,hbo,verb,,,שׁחר,be black,1,5715
1444741,hbo,adjv,,,פְּלִילִי,calling for judgment,1,5715
1444742,hbo,subs,,,חֹב,pocket,1,5715
1444743,hbo,verb,,,ענד,bind,2,4540
1444744,hbo,subs,,,בָּאְשָׁה,<malodorous plant>,1,5715
1444745,hbo,nmpr,pers,,בַּרַכְאֵל,Barakel,2,4540
1444746,hbo,adjv,,gntl,בּוּזִי,Buzite,2,4540
1444747,hbo,nmpr,pers,,רָם,Ram,7,2659
1444748,hbo,subs,,,דֵּעַ,knowledge,5,3122
1444749,hbo,subs,,,אֹוב,bag,1,5715
1444750,hbo,subs,,,אֶכֶף,pressure,1,5715
1444751,hbo,adjv,,,חַף,clean,1,5715
1444752,hbo,verb,,,זהם,loath,1,5715
1444753,hbo,verb,,,פדע,<uncertain>,1,5715
1444754,hbo,verb,,,רטפשׁ,<uncertain>,1,5715
1444755,hbo,subs,,,חֶבְרָה,company,1,5715
1444756,hbo,subs,,,מַעֲבָד,work,1,5715
1444757,hbo,subs,,,פַּשׁ,<uncertain>,1,5715
1444758,hbo,verb,,,כבר,multiply,2,4540
1444759,hbo,subs,,,רַחַב,expanse,2,4540
1444760,hbo,subs,,,שֶׂפֶק,<uncertain>,1,5715
1444761,hbo,subs,,,מַאֲמָץ,effort,1,5715
1444762,hbo,adjv,,,שַׂגִּיא,exalted,2,4540
1444763,hbo,subs,,,נֶטֶף,drop,1,5715
1444764,hbo,verb,,,הוה,fall,1,5715
1444765,hbo,subs,,,אֶרֶב,ambush,2,4540
1444766,hbo,subs,,,מְזָרִים,north-winds,1,5715
1444767,hbo,subs,,,רִי,moisture,1,5715
1444768,hbo,verb,,,טרח,burden,1,5715
1444769,hbo,subs,,padv,מְסִבָּה,circle,1,5715
1444770,hbo,subs,,,תַּחְבֻּלֹות,steering,6,2866
1444771,hbo,subs,,,מִפְלָשׂ,layer,1,5715
1444772,hbo,subs,,,מִפְלְאֹות,wonders,1,5715
1444773,hbo,subs,,,רְאִי,mirror,1,5715
1444774,hbo,adjv,,,בָּהִיר,brilliant,1,5715
1444775,hbo,subs,,,מְמָד,measurement,1,5715
1444776,hbo,subs,,,חֲתֻלָּה,swaddling band,1,5715
1444777,hbo,subs,,,נֵבֶךְ,sandy ground,1,5715
1444778,hbo,subs,,,אֵגֶל,drop,1,5715
1444779,hbo,subs,,,מֹשְׁכֹות,cords,1,5715
1444780,hbo,subs,,,מַזָּרֹות,constellations,1,5715
1444781,hbo,subs,,,עַיִשׁ,lioness,1,5715
1444782,hbo,subs,,,מִשְׁטָר,writing,1,5715
1444783,hbo,subs,,,שֶׂכְוִי,cock,1,5715
1444784,hbo,subs,,,חֵבֶל,foetus,1,5715
1444785,hbo,subs,,,בַּר,open field,1,5715
1444786,hbo,subs,,,עָרֹוד,wild ass,1,5715
1444787,hbo,subs,,,יָרֹוק,green plants,1,5715
1444788,hbo,subs,,,רְנָנִים,she-ostriches,1,5715
1444789,hbo,verb,,,מרא,toss,1,5715
1444790,hbo,subs,,,רַעְמָה,horse mane,1,5715
1444791,hbo,subs,,,נַחַר,snorting,1,5715
1444792,hbo,verb,,,רנה,rattle,1,5715
1444793,hbo,verb,,,אבר,soar up,1,5715
1444794,hbo,verb,,,עלע,<uncertain>,1,5715
1444795,hbo,subs,,,יִסֹּור,reprover,1,5715
1444796,hbo,verb,,,הדך,tread down,1,5715
1444797,hbo,subs,,,בְּהֵמֹות,hippopotamus,1,5715
1444798,hbo,subs,,,שָׁרִיר,sinew,1,5715
1444799,hbo,verb,,,חפץ,bend down,1,5715
1444800,hbo,subs,,,פַּחַד,thigh,1,5715
1444801,hbo,verb,,,שׂרג,intertwine,2,4540
1444802,hbo,subs,,,מָטִיל,rod,1,5715
1444803,hbo,subs,,,צֶאֱלִים,lotus,2,4540
1444804,hbo,subs,,,חַבָּר,partner,1,5715
1444805,hbo,subs,,,שֻׂכָּה,harpoon,1,5715
1444806,hbo,subs,,,צִלְצָל,harpoon,1,5715
1444807,hbo,subs,,,חִין,<uncertain>,1,5715
1444808,hbo,subs,,,עֲטִישָׁה,sneezing,1,5715
1444809,hbo,subs,,,כִּידֹוד,spark,1,5715
1444810,hbo,subs,,,נְחִירַיִם,nostrils,1,5715
1444811,hbo,verb,,,דוץ,leap,1,5715
1444812,hbo,subs,,,דְּאָבָה,despair,1,5715
1444813,hbo,subs,,,שִׁרְיָה,arrow-head,1,5715
1444814,hbo,subs,,,רִקָּבֹון,rottenness,1,5715
1444815,hbo,subs,,,תֹּותָח,club,1,5715
1444816,hbo,subs,,,חַדּוּדִים,points,1,5715
1444817,hbo,subs,,,מֹשֶׁל,likeness,1,5715
1444818,hbo,subs,,,שִׁבְעָנָה,twice seven,1,5715
1444819,hbo,nmpr,pers,,יְמִימָה,Jemimah,1,5715
1444820,hbo,nmpr,pers,,קְצִיעָה,Keziah,1,5715
1444821,hbo,nmpr,pers,,קֶרֶן הַפּוּךְ,Keren-Happuch,1,5715
1444822,hbo,subs,,,לִוְיָה,wreath,2,4540
1444823,hbo,subs,,,גַּרְגְּרֹת,throat,4,3479
1444824,hbo,subs,,,פֶּתִי,simplicity,1,5715
1444825,hbo,verb,,,שׁוח,run down,1,5715
1444826,hbo,subs,,,רִפְאוּת,healing,1,5715
1444827,hbo,subs,,,לֶכֶד,capture,1,5715
1444828,hbo,subs,,,עִקְּשׁוּת,crookedness,2,4540
1444829,hbo,subs,,,לָזוּת,crookedness,1,5715
1444830,hbo,verb,,,פלס,watch,2,4540
1444831,hbo,subs,,,יַעֲלָה,goat,1,5715
1444832,hbo,subs,,,נְמָלָה,ant,2,4540
1444833,hbo,adjv,,,עָצֵל,sluggish,14,1828
1444834,hbo,subs,,,חִבֻּק,folding,2,4540
1444835,hbo,subs,,,רֵישׁ,poverty,7,2659
1444836,hbo,subs,,,מִדְיָן,contention,10,2230
1444837,hbo,subs,,,מֹדָע,kinsman,2,4540
1444838,hbo,subs,,,שׁוּק,street,4,3479
1444839,hbo,subs,,,מַרְבַדִּים,coverlets,2,4540
1444840,hbo,verb,,,רבד,prepare,1,5715
1444841,hbo,verb,,,חטב,be coloured,1,5715
1444842,hbo,subs,,,אֵטוּן,linen,1,5715
1444843,hbo,subs,,,חֵלֶק,smoothness,1,5715
1444844,hbo,subs,,,מִפְתָּח,opening,1,5715
1444845,hbo,subs,,,גֵּאָה,arrogance,1,5715
1444846,hbo,adjv,,,עָתֵק,hereditary,1,5715
1444847,hbo,subs,,,גַּף,back?,1,5715
1444848,hbo,subs,,,כְּסִילוּת,insolence,1,5715
1444849,hbo,subs,,,פְּתַיּוּת,<uncertain>,1,5715
1444850,hbo,subs,,,עֹמֶק,depth,2,4540
1444851,hbo,adjv,,,חָרוּץ,assiduous,5,3122
1444852,hbo,subs,,,עַצֶּבֶת,pain,1,5715
1444853,hbo,adjv,,,צָנוּעַ,humble,1,5715
1444854,hbo,subs,,,סֶלֶף,crookedness,2,4540
1444855,hbo,subs,,,תֹּוקְעִים,handshakes,1,5715
1444856,hbo,subs,,,מַדְקֵרָה,stab,1,5715
1444857,hbo,verb,,,חרך,start?,1,5715
1444858,hbo,subs,,,מֹותָר,advantage,3,3915
1444859,hbo,subs,,,רָזֹון,<official>,1,5715
1444860,hbo,subs,,,מַרְפֵּא,calmness,3,3915
1444861,hbo,adjv,,,נָכֵא,smitten,3,3915
1444862,hbo,subs,,,מְשֻׂכָה,hedge,1,5715
1444863,hbo,subs,,,מַעֲרָךְ,arrangement,1,5715
1444864,hbo,subs,,,מַעֲנֶה,purpose,1,5715
1444865,hbo,subs,,,כִּשָּׁלֹון,stumbling,1,5715
1444866,hbo,adjv,,,מָתֵק,sweet,2,4540
1444867,hbo,verb,,,אכף,press hard,1,5715
1444868,hbo,adjv,,,צָרָב,burning,1,5715
1444869,hbo,verb,,,עצה,blink,1,5715
1444870,hbo,subs,,,מַצְרֵף,melting pot,2,4540
1444871,hbo,verb,,,גלע,burst out,3,3915
1444872,hbo,subs,,,גֵּהָה,healing,1,5715
1444873,hbo,subs,,,מֶמֶר,bitterness,1,5715
1444874,hbo,subs,,,מַהֲלֻמֹות,strokes,2,4540
1444875,hbo,verb,,,להם,swallow,2,4540
1444876,hbo,subs,,,מַחֲלֶה,disease,2,4540
1444877,hbo,subs,,,נַהַם,groaning,2,4540
1444878,hbo,subs,,,דֶּלֶף,roof,2,4540
1444879,hbo,verb,,,טרד,drive away,2,4540
1444880,hbo,subs,,,עַצְלָה,sluggishness,1,5715
1444881,hbo,adjv,,,עָרֵב,pleasant,2,4540
1444882,hbo,subs,,,חָצָץ,pebble,2,4540
1444883,hbo,subs,,,אֱשׁוּן,approach,1,5715
1444884,hbo,subs,,,תַּמְרוּק,massage,4,3479
1444885,hbo,adjv,,,הֲפַכְפַּךְ,crooked,1,5715
1444886,hbo,adjv,,,וָזָר,guilty,1,5715
1444887,hbo,verb,,,כפה,subdue,1,5715
1444888,hbo,subs,,,קֹשְׁטְ,truth,1,5715
1444889,hbo,adjv,,,חָשֹׁךְ,dark,1,5715
1444890,hbo,subs,,,שַׂכִּין,knife,1,5715
1444891,hbo,subs,,,לֹעַ,throat,1,5715
1444892,hbo,verb,,,שׁער,estimate,1,5715
1444893,hbo,subs,,,נוּמָה,somnolence,1,5715
1444894,hbo,subs,,,חֶתֶף,robber,1,5715
1444895,hbo,subs,,,אֲבֹוי,desire,1,5715
1444896,hbo,subs,,,חַכְלִלוּת,dullness,1,5715
1444897,hbo,subs,,,חִבֵּל,<uncertain>,1,5715
1444898,hbo,subs,,,מָטֶה,coming,1,5715
1444899,hbo,subs,,,קִמָּשֹׂון,weed,1,5715
1444900,hbo,verb,,,חסד,insult,1,5715
1444901,hbo,subs,,,אֹפֶן,right time,1,5715
1444902,hbo,subs,,,חֲלִי,ornament,2,4540
1444903,hbo,subs,,,צִנָּה,cold,1,5715
1444904,hbo,subs,,,מֵפִיץ,<uncertain>,1,5715
1444905,hbo,subs,,,מַרְגֵּמָה,heap of stones,1,5715
1444906,hbo,subs,,,קֵא,vomit,1,5715
1444907,hbo,subs,,,צִיר,pivot,1,5715
1444908,hbo,verb,,,להה,be crazy,1,5715
1444909,hbo,subs,,,זֵק,fire-arrow,1,5715
1444910,hbo,subs,,,מַשָּׁאֹון,deceiving,1,5715
1444911,hbo,subs,,,מִדְחֶה,overthrow,1,5715
1444912,hbo,subs,,,נֵטֶל,load,1,5715
1444913,hbo,subs,,,אַכְזְרִיּוּת,cruelty,1,5715
1444914,hbo,subs,,,נְשִׁיקָה,kiss,2,4540
1444915,hbo,subs,,,סַגְרִיר,heavy rain,1,5715
1444916,hbo,subs,,,אֲבַדֹּה,destruction,1,5715
1444917,hbo,subs,,,מַהֲלָל,fame,1,5715
1444918,hbo,verb,,,כתשׁ,pound,1,5715
1444919,hbo,subs,,,עֱלִי,pestle,1,5715
1444920,hbo,subs,,,שְׁחוּת,pit,1,5715
1444921,hbo,verb,,,פנק,pamper,1,5715
1444922,hbo,subs,,,מָנֹון,<uncertain>,1,5715
1444923,hbo,nmpr,pers,,אָגוּר,Agur,1,5715
1444924,hbo,nmpr,pers,,יָקֶה,Jakeh,1,5715
1444925,hbo,nmpr,pers,,אִיתִיאֵל,Ithiel,3,3915
1444926,hbo,subs,,,אֻכָל,<uncertain>,1,5715
1444927,hbo,subs,,,עֲלוּקָה,leech,1,5715
1444928,hbo,subs,,,שְׂמָמִית,gecko,1,5715
1444929,hbo,subs,,,זַרְזִיר,<uncertain>,1,5715
1444930,hbo,subs,,,אַלְקוּם,<uncertain>,1,5715
1444931,hbo,subs,,,מִיץ,squeezing,3,3915
1444932,hbo,nmpr,pers,,לְמוּאֵל,Lemuel,2,4540
1444933,hbo,subs,,,חֲלֹוף,<uncertain>,1,5715
1444934,hbo,subs,,,כִּישֹׁור,whorl,1,5715
1444935,hbo,subs,,,עַצְלוּת,sluggishness,1,5715
1444936,hbo,nmpr,pers,,אֱלִימֶלֶךְ,Elimelech,6,2866
1444937,hbo,nmpr,pers,,נָעֳמִי,Naomi,21,1403
1444938,hbo,nmpr,pers,,מַחְלֹון,Mahlon,4,3479
